Subgroup variable,Subgroup,n,ADE rate (%),AUROC,AUPRC,Sensitivity,Specificity,PPV,NPV,F1,FNR,FPR,Brier Score,AUROC gap vs best,Sensitivity gap vs best,FNR gap vs lowest
patient_sex,Female,20788,42.856455647488936,0.8535468970139293,0.816726658691595,0.6862723089011112,0.8333193029716306,0.7553743513713862,0.7798172364896802,0.719167205787214,0.31372769109888876,0.16668069702836938,0.1550358384847641,0.03211097822032394,0.1263140495965649,0.12631404959656492
patient_sex,Male,15757,50.5235768229993,0.8715486892263201,0.8712812866913081,0.8125863584976761,0.7506413545407902,0.7689290383929632,0.7968409586056645,0.7901551239770368,0.18741364150232384,0.24935864545920985,0.1463232934474945,0.014109186007933094,0.0,0.0
patient_sex,Unknown,3455,35.2821997105644,0.8856578752342532,0.8026658801039337,0.6374077112387203,0.8788014311270125,0.7414122137404581,0.8163689239717491,0.6854874283193648,0.36259228876127975,0.12119856887298748,0.13216884434223175,0.0,0.17517864725895582,0.1751786472589559
